country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","08-03-2025 22:00:00",19.222279,72.957979,SO2,14,57,40
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","08-03-2025 22:00:00",19.222279,72.957979,CO,14,57,31
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","08-03-2025 22:00:00",19.235581,73.159121,CO,9,104,27
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","08-03-2025 22:00:00",19.4458210,72.7988231,SO2,8,55,27
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","08-03-2025 22:00:00",19.4458210,72.7988231,OZONE,1,106,83
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","08-03-2025 22:00:00",24.8207389,93.9423085,PM10,43,117,68
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","08-03-2025 22:00:00",24.8207389,93.9423085,NH3,2,2,2
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","08-03-2025 22:00:00",21.643900,85.599355,OZONE,45,48,47
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","08-03-2025 22:00:00",22.265816,86.174829,PM10,48,241,108
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","08-03-2025 22:00:00",22.265816,86.174829,OZONE,1,100,15
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","08-03-2025 22:00:00",22.18972222,84.86277778,SO2,21,22,21
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","08-03-2025 22:00:00",22.220833,84.809444,PM2.5,67,332,256
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","08-03-2025 22:00:00",22.220833,84.809444,PM10,57,339,182
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","08-03-2025 22:00:00",22.220833,84.809444,NH3,2,2,2
India,Maharashtra,Pune,"Bhosari, Pune - IITM","08-03-2025 22:00:00",18.640051,73.848956,OZONE,3,305,186
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","08-03-2025 22:00:00",18.459883,73.852193,PM2.5,56,174,97
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","08-03-2025 22:00:00",18.501793,73.927532,PM2.5,119,200,164
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","08-03-2025 22:00:00",18.501793,73.927532,PM10,129,181,158
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","08-03-2025 22:00:00",18.501793,73.927532,NO2,78,137,102
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","08-03-2025 22:00:00",18.501793,73.927532,OZONE,1,126,112
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","08-03-2025 22:00:00",18.5011743,73.8165527,PM10,107,115,110
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","08-03-2025 22:00:00",18.5011743,73.8165527,OZONE,18,20,20
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","08-03-2025 22:00:00",18.664282,73.763966,PM10,NA,NA,NA
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","08-03-2025 22:00:00"," 16.5038",74.3623,CO,18,102,29
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","08-03-2025 22:00:00",17.6336264,75.9132495,CO,17,68,33
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","08-03-2025 22:00:00",17.65439,75.90649,SO2,4,37,14
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","08-03-2025 22:00:00",19.222279,72.957979,PM10,88,123,103
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","08-03-2025 22:00:00",20.9360711,85.1707021,NH3,3,4,3
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","08-03-2025 22:00:00",20.9360711,85.1707021,SO2,11,32,20
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","08-03-2025 22:00:00",20.9360711,85.1707021,CO,39,118,58
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","08-03-2025 22:00:00",11.9309,79.8027,OZONE,15,75,57
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","08-03-2025 22:00:00",31.620000,74.876512,CO,15,105,29
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","08-03-2025 22:00:00",18.454450,73.854155,NO2,40,89,67
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","08-03-2025 22:00:00",18.454450,73.854155,CO,32,103,66
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","08-03-2025 22:00:00",18.536457,73.805454,NO2,14,48,23
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","08-03-2025 22:00:00",18.530085,73.849598,PM10,119,219,157
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","08-03-2025 22:00:00",18.530085,73.849598,SO2,16,46,26
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","08-03-2025 22:00:00",22.1166054,85.3945546,NH3,2,5,3
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","08-03-2025 22:00:00",21.941841,86.728318,PM2.5,63,131,88
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","08-03-2025 22:00:00",21.941841,86.728318,NH3,4,7,6
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","08-03-2025 22:00:00",20.240790,85.836784,PM10,91,192,133
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","08-03-2025 22:00:00",28.296139,74.961696,SO2,5,11,7
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","08-03-2025 22:00:00",26.895552,76.334753,PM2.5,5,177,46
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","08-03-2025 22:00:00",26.895552,76.334753,OZONE,18,125,102
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","08-03-2025 22:00:00",26.699557,77.898881,PM10,30,127,83
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","08-03-2025 22:00:00",26.699557,77.898881,NO2,9,78,35
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","08-03-2025 22:00:00",26.699557,77.898881,NH3,7,11,9
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","08-03-2025 22:00:00",26.699557,77.898881,SO2,1,28,11
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","08-03-2025 22:00:00",26.699557,77.898881,OZONE,5,98,75
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","08-03-2025 22:00:00",23.837789,73.714926,PM10,42,135,73
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","08-03-2025 22:00:00",23.837789,73.714926,SO2,3,12,6
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-03-2025 22:00:00",29.610750,74.283608,PM10,79,407,184
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-03-2025 22:00:00",29.610750,74.283608,SO2,11,31,15
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","08-03-2025 22:00:00",26.902909,75.836858,PM10,42,123,76
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","08-03-2025 22:00:00",26.902909,75.836858,SO2,8,33,16
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","08-03-2025 22:00:00",26.902909,75.836858,OZONE,9,57,39
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","08-03-2025 22:00:00",28.018792,73.292658,PM10,49,215,128
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","08-03-2025 22:00:00",25.435774,75.644272,PM2.5,12,134,39
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","08-03-2025 22:00:00",25.435774,75.644272,OZONE,10,98,76
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","08-03-2025 22:00:00",24.892047,74.623527,NH3,1,24,10
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","08-03-2025 22:00:00",28.296139,74.961696,PM2.5,2,207,56
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","08-03-2025 22:00:00",28.296139,74.961696,NO2,13,107,42
India,Punjab,Patiala,"Model Town, Patiala - PPCB","08-03-2025 22:00:00",30.349388,76.366642,PM2.5,52,125,77
India,Punjab,Patiala,"Model Town, Patiala - PPCB","08-03-2025 22:00:00",30.349388,76.366642,CO,36,87,47
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","08-03-2025 22:00:00",31.0325454,76.5623046,PM2.5,18,104,66
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","08-03-2025 22:00:00",31.0325454,76.5623046,SO2,5,7,6
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","08-03-2025 22:00:00",27.554793,76.611536,NH3,6,21,14
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","08-03-2025 22:00:00",27.554793,76.611536,SO2,8,51,17
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","08-03-2025 22:00:00","30.736056 ",76.209694,NO2,27,31,28
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","08-03-2025 22:00:00",30.9028,75.8086,PM2.5,92,203,143
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","08-03-2025 22:00:00",30.9028,75.8086,NO2,24,27,26
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","08-03-2025 22:00:00",30.9028,75.8086,NH3,5,5,5
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","08-03-2025 22:00:00",30.649961,76.331442,PM2.5,11,166,60
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","08-03-2025 22:00:00",26.786682,75.827928,PM10,64,211,118
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","08-03-2025 22:00:00",26.786682,75.827928,NO2,35,234,86
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","08-03-2025 22:00:00",26.786682,75.827928,NH3,1,4,3
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","08-03-2025 22:00:00",26.960669,75.771817,OZONE,2,74,44
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","08-03-2025 22:00:00",26.843698,75.766894,NO2,15,131,62
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","08-03-2025 22:00:00",26.843698,75.766894,OZONE,11,309,150
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","08-03-2025 22:00:00",26.9164092,75.7994901,CO,1,95,38
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","08-03-2025 22:00:00",25.339605,74.618883,SO2,18,41,26
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","08-03-2025 22:00:00",28.194909,76.862296,PM10,104,302,160
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","08-03-2025 22:00:00",28.194909,76.862296,NH3,7,51,21
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","08-03-2025 22:00:00",23.555190,74.440010,SO2,8,43,21
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","08-03-2025 22:00:00",25.106006,76.469948,PM2.5,2,161,30
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","08-03-2025 22:00:00",23.555190,74.440010,NO2,10,114,42
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","08-03-2025 22:00:00",26.295810,73.082283,OZONE,1,68,41
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","08-03-2025 22:00:00",26.215415,73.070156,CO,9,72,32
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","08-03-2025 22:00:00",26.358805,73.047444,PM2.5,10,68,31
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","08-03-2025 22:00:00",26.358805,73.047444,PM10,48,157,85
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","08-03-2025 22:00:00",26.253384,72.976571,NO2,4,98,33
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","08-03-2025 22:00:00",26.253384,72.976571,NH3,3,14,10
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","08-03-2025 22:00:00",26.506177,77.025989,NH3,4,6,5
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","08-03-2025 22:00:00",26.506177,77.025989,SO2,3,16,8
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","08-03-2025 22:00:00",13.0052189,80.2398125,SO2,7,10,7
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","08-03-2025 22:00:00",11.0328,77.0349,PM10,NA,NA,NA
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","08-03-2025 22:00:00",11.0328,77.0349,SO2,8,10,9
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","08-03-2025 22:00:00",11.6829898,79.7532099,PM2.5,59,92,73
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","08-03-2025 22:00:00",11.6829898,79.7532099,NH3,NA,NA,NA
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","08-03-2025 22:00:00",10.358535,77.984321,PM2.5,26,138,81
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","08-03-2025 22:00:00",10.358535,77.984321,PM10,41,154,114
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","08-03-2025 22:00:00",13.0664,"80.2112 ",NO2,7,16,10
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","08-03-2025 22:00:00",13.1662,80.2584,OZONE,35,57,37
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","08-03-2025 22:00:00",13.164544,80.26285,SO2,12,20,16
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","08-03-2025 22:00:00",13.164544,80.26285,OZONE,19,36,25
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","08-03-2025 22:00:00",12.9533,80.2357,NO2,6,26,12
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","08-03-2025 22:00:00",13.1036,80.2909,PM2.5,33,122,61
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","08-03-2025 22:00:00",13.1036,80.2909,NO2,21,62,40
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","08-03-2025 22:00:00",25.771061," 73.340227",OZONE,14,50,39
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","08-03-2025 22:00:00",24.041198,74.780702,SO2,2,13,5
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","08-03-2025 22:00:00",25.036360,73.883502,NO2,2,61,21
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","08-03-2025 22:00:00",25.036360,73.883502,SO2,7,21,11
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","08-03-2025 22:00:00",26.031443,76.359327,NO2,11,30,17
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","08-03-2025 22:00:00",26.031443,76.359327,NH3,10,14,12
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","08-03-2025 22:00:00",26.912329,70.909168,SO2,3,10,5
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","08-03-2025 22:00:00",26.912329,70.909168,OZONE,3,81,64
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","08-03-2025 22:00:00",25.344694,72.626208,CO,12,107,45
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","08-03-2025 22:00:00",24.588397,76.172782,PM2.5,2,258,89
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-03-2025 22:00:00",28.108988,75.386577,CO,12,71,29
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","08-03-2025 22:00:00",27.608912,75.153302,NO2,11,77,35
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","08-03-2025 22:00:00",27.608912,75.153302,OZONE,5,68,55
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","08-03-2025 22:00:00",24.885261,72.857549,PM2.5,10,93,36
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","08-03-2025 22:00:00",24.885261,72.857549,PM10,29,177,76
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-03-2025 22:00:00",26.159933,75.780517,CO,14,70,28
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","08-03-2025 22:00:00",24.5886166,73.6321397,PM2.5,63,292,114
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","08-03-2025 22:00:00",24.5886166,73.6321397,PM10,69,143,108
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","08-03-2025 22:00:00",12.9099161,80.1076538,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","08-03-2025 22:00:00",12.9099161,80.1076538,SO2,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","08-03-2025 22:00:00",12.9099161,80.1076538,OZONE,10,150,41
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","08-03-2025 22:00:00",25.14389,75.821256,SO2,6,30,10
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","08-03-2025 22:00:00",10.681158,78.741746,NO2,10,10,10
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","08-03-2025 22:00:00",10.681158,78.741746,NH3,3,3,3
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","08-03-2025 22:00:00",10.681158,78.741746,CO,10,11,10
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-03-2025 22:00:00",11.258242,77.552761,PM2.5,39,87,56
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-03-2025 22:00:00",11.258242,77.552761,NH3,2,4,2
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-03-2025 22:00:00",11.258242,77.552761,CO,47,52,48
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-03-2025 22:00:00",11.258242,77.552761,OZONE,10,12,12
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","08-03-2025 22:00:00",10.423417,78.784889,PM10,49,99,74
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","08-03-2025 22:00:00",10.423417,78.784889,SO2,12,13,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-03-2025 22:00:00",9.36399,78.831977,PM2.5,27,59,43
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-03-2025 22:00:00",9.36399,78.831977,NH3,1,1,1
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-03-2025 22:00:00",9.36399,78.831977,OZONE,13,14,14
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","08-03-2025 22:00:00",9.559382,77.948828,NH3,8,8,8
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","08-03-2025 22:00:00",17.540891,78.358528,NO2,1,63,31
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","08-03-2025 22:00:00",17.540891,78.358528,CO,8,142,53
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","08-03-2025 22:00:00",17.460103,78.334361,SO2,9,16,12
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","08-03-2025 22:00:00",17.470431,78.566959,NH3,1,6,4
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","08-03-2025 22:00:00",17.470431,78.566959,CO,21,92,30
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","08-03-2025 22:00:00",17.518400,78.278777,SO2,10,67,19
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","08-03-2025 22:00:00",11.679111,78.125052,PM2.5,NA,NA,NA
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","08-03-2025 22:00:00",11.679111,78.125052,NH3,NA,NA,NA
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","08-03-2025 22:00:00",11.679111,78.125052,OZONE,16,16,16
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","08-03-2025 22:00:00",10.7654824,79.1389968,NH3,2,2,2
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","08-03-2025 22:00:00","8.816428 ",78.099039,CO,5,39,20
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","08-03-2025 22:00:00",10.830158,78.691849,SO2,22,24,23
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","08-03-2025 22:00:00",12.864618,79.659968,NO2,1,11,5
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","08-03-2025 22:00:00",9.865935,78.022669,PM10,39,113,78
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","08-03-2025 22:00:00",10.798548,79.838212,PM10,34,87,49
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","08-03-2025 22:00:00",10.798548,79.838212,CO,10,21,17
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-03-2025 22:00:00",23.8175497,91.2726974,OZONE,3,111,46
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-03-2025 22:00:00",27.106972,78.000111,PM2.5,16,91,53
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-03-2025 22:00:00",27.106972,78.000111,NH3,4,4,4
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","08-03-2025 22:00:00",17.37206,78.50864,PM2.5,29,61,42
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","08-03-2025 22:00:00",17.37206,78.50864,SO2,19,44,29
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","08-03-2025 22:00:00",17.528544,78.286195,PM2.5,39,46,40
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","08-03-2025 22:00:00",17.5316895,78.218939,SO2,1,69,16
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","08-03-2025 22:00:00",17.393559,78.339194,PM10,107,137,121
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","08-03-2025 22:00:00",11.0973603,77.3228673,PM10,37,192,92
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","08-03-2025 22:00:00",17.349694,78.451437,PM10,109,157,145
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","08-03-2025 22:00:00",28.6603346,77.3572563,NO2,54,104,83
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","08-03-2025 22:00:00",28.6603346,77.3572563,OZONE,5,29,16
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","08-03-2025 22:00:00",26.730136,83.433859,OZONE,29,99,68
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","08-03-2025 22:00:00",28.47272,77.482000,SO2,3,17,10
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","08-03-2025 22:00:00",28.557054,77.453663,NH3,8,13,10
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","08-03-2025 22:00:00",28.725645,77.749675,SO2,21,69,43
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-03-2025 22:00:00",25.4547,78.6039,PM10,10,60,31
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-03-2025 22:00:00",25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-03-2025 22:00:00",25.4547,78.6039,CO,8,46,17
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-03-2025 22:00:00",26.428282,80.327067,OZONE,10,12,11
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-03-2025 22:00:00",26.509954,80.249612,PM2.5,7,146,53
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-03-2025 22:00:00",27.106972,78.000111,CO,20,44,25
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","08-03-2025 22:00:00",27.19412,77.96237,SO2,11,23,16
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","08-03-2025 22:00:00",27.169338,78.03582,SO2,23,52,36
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","08-03-2025 22:00:00",27.169338,78.03582,CO,8,50,21
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-03-2025 22:00:00",27.19862,77.92066,PM10,32,136,86
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-03-2025 22:00:00",27.19862,77.92066,NH3,NA,NA,NA
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-03-2025 22:00:00",27.19862,77.92066,SO2,21,23,22
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","08-03-2025 22:00:00",28.406963,77.849831,SO2,19,35,25
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","08-03-2025 22:00:00",27.168897,78.376960,SO2,22,67,28
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-03-2025 22:00:00",27.1594,78.3953,PM2.5,29,91,46
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-03-2025 22:00:00",27.1594,78.3953,NH3,2,2,2
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-03-2025 22:00:00",27.1594,78.3953,SO2,28,77,42
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-03-2025 22:00:00",27.1594,78.3953,OZONE,14,40,27
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","08-03-2025 22:00:00",28.646233,77.358075,PM2.5,102,418,260
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","08-03-2025 22:00:00",28.646233,77.358075,NO2,62,242,101
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","08-03-2025 22:00:00",28.757294,77.278792,NO2,NA,NA,NA
