city,date,timezone,temperature_max,temperature_min,temperature_mean,humidity_max,humidity_min,humidity_mean,rain_sum,precipitation_hours,wind_speed_max,wind_speed_mean,wind_gusts_max,wind_direction,radiation_sum,cloudcover_mean
Patna,2025-01-04,Asia/Kolkata,20.1,10.0,14.5,100.0,67.0,87.0,0.0,0.0,8.7,5.1,16.2,284.0,11.55,21.0
Patna,2025-01-05,Asia/Kolkata,20.8,10.7,15.0,100.0,70.0,90.0,0.0,0.0,6.5,3.8,12.2,312.0,9.88,87.0
Patna,2025-01-06,Asia/Kolkata,23.2,12.9,17.2,100.0,66.0,88.0,0.0,0.0,7.2,1.9,13.7,337.0,10.24,54.0
Patna,2025-01-07,Asia/Kolkata,20.0,13.2,15.9,100.0,70.0,89.0,0.4,3.0,17.4,10.9,37.8,272.0,6.6,52.0
Patna,2025-01-08,Asia/Kolkata,17.6,10.5,13.8,96.0,59.0,81.0,0.0,0.0,16.6,10.5,36.4,266.0,9.92,31.0
Patna,2025-01-09,Asia/Kolkata,17.6,8.5,13.0,95.0,57.0,79.0,0.0,0.0,9.4,4.9,22.3,290.0,10.39,40.0
Patna,2025-01-10,Asia/Kolkata,19.1,9.5,13.9,94.0,61.0,80.0,0.0,0.0,4.9,3.6,15.8,293.0,12.93,15.0
Patna,2025-01-11,Asia/Kolkata,21.4,9.5,15.1,100.0,63.0,86.0,0.0,0.0,7.3,2.9,14.0,50.0,11.98,40.0
Patna,2025-01-12,Asia/Kolkata,23.9,13.0,18.3,98.0,58.0,82.0,0.0,0.0,9.5,5.2,19.4,68.0,12.78,39.0
Patna,2025-01-13,Asia/Kolkata,22.9,14.3,17.9,96.0,55.0,82.0,0.0,0.0,11.4,8.8,25.6,280.0,12.61,7.0
Patna,2025-01-14,Asia/Kolkata,21.5,12.8,16.4,99.0,57.0,82.0,0.0,0.0,10.0,6.4,19.4,276.0,10.66,22.0
Patna,2025-01-15,Asia/Kolkata,21.1,11.3,15.3,99.0,58.0,84.0,0.0,0.0,8.7,4.5,17.3,307.0,12.24,52.0
Patna,2025-01-16,Asia/Kolkata,19.1,10.8,14.8,99.0,64.0,85.0,0.0,0.0,7.8,5.1,16.6,287.0,7.57,100.0
Patna,2025-01-17,Asia/Kolkata,21.0,12.1,16.0,94.0,65.0,84.0,0.0,0.0,10.2,8.2,22.3,258.0,9.8,65.0
Patna,2025-01-18,Asia/Kolkata,21.5,12.3,16.2,94.0,58.0,80.0,0.0,0.0,11.4,9.5,27.7,271.0,13.7,0.0
Patna,2025-01-19,Asia/Kolkata,21.3,11.5,15.6,94.0,55.0,79.0,0.0,0.0,13.3,10.2,31.0,260.0,13.9,0.0
Patna,2025-01-20,Asia/Kolkata,21.8,11.6,16.2,95.0,61.0,81.0,0.0,0.0,14.3,9.5,33.1,259.0,13.9,0.0
Patna,2025-01-21,Asia/Kolkata,22.8,13.1,17.3,97.0,63.0,85.0,0.0,0.0,11.7,8.1,27.7,266.0,13.74,1.0
Patna,2025-01-22,Asia/Kolkata,23.1,12.8,16.8,100.0,62.0,87.0,0.0,0.0,8.3,5.4,20.9,267.0,12.84,36.0
Patna,2025-01-23,Asia/Kolkata,22.5,12.4,16.3,100.0,66.0,90.0,0.0,0.0,4.6,3.2,17.3,292.0,11.81,51.0
Patna,2025-01-24,Asia/Kolkata,23.8,12.1,17.5,100.0,60.0,84.0,0.0,0.0,12.9,9.3,29.5,260.0,11.9,44.0
Patna,2025-01-25,Asia/Kolkata,21.8,12.2,16.8,83.0,48.0,69.0,0.0,0.0,12.7,9.9,28.8,263.0,14.66,0.0
Patna,2025-01-26,Asia/Kolkata,21.9,11.2,16.6,89.0,46.0,69.0,0.0,0.0,9.8,6.8,24.1,277.0,14.72,0.0
Patna,2025-01-27,Asia/Kolkata,22.2,12.1,16.6,93.0,53.0,73.0,0.0,0.0,12.2,9.7,28.1,266.0,14.27,4.0
Patna,2025-01-28,Asia/Kolkata,22.1,11.5,16.7,92.0,50.0,72.0,0.0,0.0,9.3,7.2,24.5,267.0,14.8,0.0
Patna,2025-01-29,Asia/Kolkata,22.7,10.7,16.6,99.0,49.0,77.0,0.0,0.0,7.0,2.4,15.5,291.0,13.74,17.0
Patna,2025-01-30,Asia/Kolkata,23.7,11.1,17.1,100.0,50.0,79.0,0.0,0.0,8.3,5.0,23.0,281.0,14.18,23.0
Patna,2025-01-31,Asia/Kolkata,25.8,12.3,18.5,100.0,40.0,77.0,0.0,0.0,8.9,5.8,23.4,269.0,14.44,27.0
Patna,2025-02-01,Asia/Kolkata,25.5,13.4,18.9,100.0,48.0,80.0,0.0,0.0,7.6,3.6,14.8,307.0,13.05,26.0
Patna,2025-02-02,Asia/Kolkata,26.8,14.2,19.9,100.0,38.0,73.0,0.0,0.0,14.8,8.7,34.9,272.0,14.62,13.0
Patna,2025-02-03,Asia/Kolkata,25.5,14.9,19.8,86.0,40.0,67.0,0.0,0.0,12.7,8.6,32.0,271.0,15.82,0.0
Patna,2025-02-04,Asia/Kolkata,25.2,13.2,19.3,97.0,41.0,69.0,0.0,0.0,11.0,5.9,26.3,267.0,15.26,40.0
Patna,2025-02-05,Asia/Kolkata,27.8,15.3,21.3,85.0,49.0,68.0,0.0,0.0,15.8,10.6,32.8,268.0,15.21,34.0
Patna,2025-02-06,Asia/Kolkata,23.1,15.7,18.9,81.0,43.0,61.0,0.0,0.0,16.6,14.1,38.9,265.0,16.6,0.0
Patna,2025-02-07,Asia/Kolkata,22.0,13.0,17.1,68.0,43.0,56.0,0.0,0.0,16.2,13.3,38.9,265.0,16.77,0.0
Patna,2025-02-08,Asia/Kolkata,22.6,12.0,17.0,78.0,40.0,59.0,0.0,0.0,11.5,7.8,25.6,267.0,16.44,8.0
Patna,2025-02-09,Asia/Kolkata,24.4,12.0,18.1,86.0,43.0,66.0,0.0,0.0,10.6,6.2,27.4,257.0,16.41,4.0
Patna,2025-02-10,Asia/Kolkata,26.1,13.0,19.4,90.0,39.0,65.0,0.0,0.0,10.6,7.8,27.7,257.0,16.62,1.0
Patna,2025-02-11,Asia/Kolkata,26.3,14.4,20.2,79.0,39.0,59.0,0.0,0.0,14.6,10.9,31.7,259.0,16.74,0.0
Patna,2025-02-12,Asia/Kolkata,28.3,15.6,21.5,74.0,34.0,54.0,0.0,0.0,14.8,11.1,34.6,257.0,17.0,0.0
Patna,2025-02-13,Asia/Kolkata,24.4,15.9,19.6,81.0,32.0,54.0,0.0,0.0,19.1,14.7,44.3,259.0,17.56,0.0
Patna,2025-02-14,Asia/Kolkata,23.4,13.7,18.4,68.0,33.0,51.0,0.0,0.0,16.5,12.2,39.2,260.0,17.56,0.0
Patna,2025-02-15,Asia/Kolkata,25.0,12.8,18.7,77.0,36.0,57.0,0.0,0.0,9.9,6.1,26.6,262.0,17.09,8.0
Patna,2025-02-16,Asia/Kolkata,27.8,14.4,20.7,92.0,32.0,61.0,0.0,0.0,8.7,4.4,16.2,47.0,17.21,0.0
Patna,2025-02-17,Asia/Kolkata,27.2,15.8,21.1,90.0,39.0,65.0,0.0,0.0,8.9,6.8,22.3,24.0,17.25,1.0
Patna,2025-02-18,Asia/Kolkata,27.5,15.6,21.7,91.0,39.0,65.0,0.0,0.0,8.9,4.1,22.3,268.0,17.33,7.0
Patna,2025-02-19,Asia/Kolkata,28.1,16.1,22.1,89.0,33.0,60.0,0.0,0.0,10.0,6.1,27.7,285.0,17.55,21.0
Patna,2025-02-20,Asia/Kolkata,29.5,16.6,23.0,81.0,36.0,58.0,0.0,0.0,10.1,6.6,23.0,55.0,17.37,3.0
Patna,2025-02-21,Asia/Kolkata,29.7,17.8,23.4,85.0,34.0,61.0,0.0,0.0,11.0,6.2,31.7,326.0,17.41,2.0
Patna,2025-02-22,Asia/Kolkata,29.7,17.6,23.2,86.0,33.0,60.0,0.0,0.0,12.6,7.7,32.0,275.0,16.95,6.0
Patna,2025-02-23,Asia/Kolkata,27.5,17.3,22.2,87.0,35.0,61.0,0.0,0.0,13.0,6.8,32.4,274.0,17.48,2.0
Patna,2025-02-24,Asia/Kolkata,27.7,15.7,21.7,84.0,31.0,56.0,0.0,0.0,11.1,6.6,28.1,271.0,18.41,0.0
Patna,2025-02-25,Asia/Kolkata,28.2,16.5,22.2,80.0,28.0,52.0,0.0,0.0,10.1,6.8,27.4,281.0,18.58,1.0
Patna,2025-02-26,Asia/Kolkata,27.0,15.7,21.7,84.0,34.0,56.0,0.0,0.0,7.7,4.8,23.8,280.0,16.1,45.0
Patna,2025-02-27,Asia/Kolkata,28.4,16.2,22.7,86.0,38.0,60.0,0.0,0.0,8.8,4.9,20.5,250.0,18.0,22.0
Patna,2025-02-28,Asia/Kolkata,29.8,18.4,23.3,83.0,39.0,64.0,0.0,0.0,9.7,5.6,21.6,120.0,12.51,83.0
Patna,2025-03-01,Asia/Kolkata,30.4,18.9,23.9,95.0,38.0,62.0,0.0,0.0,17.3,7.3,52.2,339.0,15.76,51.0
Patna,2025-03-02,Asia/Kolkata,30.6,17.6,24.2,88.0,30.0,56.0,0.0,0.0,20.0,13.3,45.4,275.0,19.25,0.0
Patna,2025-03-03,Asia/Kolkata,29.6,18.4,23.6,68.0,28.0,47.0,0.0,0.0,22.4,14.0,50.4,261.0,19.67,0.0
Patna,2025-03-04,Asia/Kolkata,30.5,17.7,24.2,65.0,35.0,46.0,0.0,0.0,19.8,14.8,40.3,270.0,19.62,0.0
Patna,2025-03-05,Asia/Kolkata,26.5,17.9,21.9,54.0,25.0,40.0,0.0,0.0,23.8,16.9,54.4,263.0,20.38,0.0
Patna,2025-03-06,Asia/Kolkata,24.9,15.1,20.0,64.0,33.0,46.0,0.0,0.0,13.6,8.9,28.4,259.0,20.11,0.0
Patna,2025-03-07,Asia/Kolkata,27.2,14.9,21.4,76.0,37.0,55.0,0.0,0.0,13.1,8.6,30.6,269.0,19.95,0.0
Patna,2025-03-08,Asia/Kolkata,19.7,16.0,,75.0,63.0,,,0.0,9.0,,16.6,,,
Patna,2025-03-09,Asia/Kolkata,,,,,,,,0.0,,,,,,
Vadodara,2024-09-10,Asia/Kolkata,30.7,25.1,27.6,97.0,70.0,86.0,14.4,15.0,14.8,9.4,29.2,261.0,14.76,84.0
Vadodara,2024-09-11,Asia/Kolkata,29.9,24.8,26.9,96.0,73.0,88.0,10.3,15.0,13.4,10.9,27.7,247.0,13.97,100.0
Vadodara,2024-09-12,Asia/Kolkata,31.6,25.5,27.9,96.0,58.0,80.0,0.0,0.0,18.4,14.8,33.8,233.0,20.12,92.0
Vadodara,2024-09-13,Asia/Kolkata,30.6,24.5,27.1,94.0,59.0,79.0,0.5,5.0,17.8,14.3,33.8,230.0,20.78,57.0
Vadodara,2024-09-14,Asia/Kolkata,29.3,23.5,26.1,97.0,70.0,84.0,2.1,12.0,17.1,12.4,31.7,210.0,19.52,40.0
Vadodara,2024-09-15,Asia/Kolkata,31.3,23.1,26.6,97.0,57.0,81.0,2.1,6.0,13.1,9.4,26.3,231.0,21.39,29.0
Vadodara,2024-09-16,Asia/Kolkata,31.2,23.7,26.8,99.0,56.0,80.0,0.6,4.0,12.7,8.0,24.5,259.0,21.53,15.0
Vadodara,2024-09-17,Asia/Kolkata,30.9,23.9,27.0,98.0,63.0,81.0,0.2,2.0,10.5,7.8,23.0,272.0,21.26,37.0
Vadodara,2024-09-18,Asia/Kolkata,31.4,25.2,27.7,91.0,60.0,79.0,0.0,0.0,11.0,8.0,22.7,260.0,16.29,61.0
Vadodara,2024-09-19,Asia/Kolkata,32.0,25.0,28.2,95.0,64.0,80.0,0.1,1.0,13.7,9.0,23.8,242.0,21.93,13.0
Vadodara,2024-09-20,Asia/Kolkata,32.3,25.1,28.5,95.0,59.0,77.0,0.2,2.0,14.0,10.5,26.6,241.0,21.39,11.0
Vadodara,2024-09-21,Asia/Kolkata,31.6,25.6,28.3,95.0,66.0,81.0,0.0,0.0,11.4,8.3,21.6,244.0,17.45,33.0
Vadodara,2024-09-22,Asia/Kolkata,32.8,25.8,28.7,95.0,64.0,81.0,1.9,4.0,12.2,7.3,25.6,271.0,18.2,38.0
Vadodara,2024-09-23,Asia/Kolkata,32.6,25.7,28.9,97.0,65.0,82.0,0.7,7.0,11.6,7.0,24.8,301.0,16.6,91.0
Vadodara,2024-09-24,Asia/Kolkata,32.4,25.5,28.5,98.0,67.0,85.0,7.0,8.0,9.4,6.1,23.4,333.0,16.75,93.0
Vadodara,2024-09-25,Asia/Kolkata,31.0,25.7,27.7,98.0,74.0,89.0,11.7,13.0,10.7,5.3,23.8,173.0,12.44,92.0
Vadodara,2024-09-26,Asia/Kolkata,30.2,24.9,26.6,99.0,77.0,91.0,48.4,22.0,9.2,5.5,20.9,335.0,8.76,100.0
Vadodara,2024-09-27,Asia/Kolkata,27.6,25.1,26.2,98.0,89.0,94.0,52.8,24.0,7.0,4.3,14.8,312.0,5.79,100.0
Vadodara,2024-09-28,Asia/Kolkata,29.1,24.6,25.6,98.0,79.0,94.0,48.3,22.0,12.8,6.5,24.5,247.0,7.26,100.0
Vadodara,2024-09-29,Asia/Kolkata,28.9,24.7,26.3,99.0,77.0,91.0,8.3,16.0,10.3,4.4,25.2,266.0,9.96,92.0
Vadodara,2024-09-30,Asia/Kolkata,31.6,23.9,27.6,99.0,72.0,87.0,1.7,5.0,9.8,6.1,20.9,287.0,17.04,56.0
Vadodara,2024-10-01,Asia/Kolkata,32.5,25.1,28.6,97.0,70.0,85.0,0.8,5.0,9.3,5.6,21.6,277.0,19.12,28.0
Vadodara,2024-10-02,Asia/Kolkata,33.7,25.7,29.3,98.0,62.0,81.0,0.5,2.0,11.2,6.5,19.4,246.0,20.51,23.0
Vadodara,2024-10-03,Asia/Kolkata,31.9,25.5,28.6,97.0,68.0,83.0,0.5,3.0,12.4,8.6,22.0,232.0,19.81,15.0
Vadodara,2024-10-04,Asia/Kolkata,31.7,25.4,28.0,99.0,65.0,83.0,0.8,4.0,11.4,8.6,22.7,237.0,18.83,39.0
Vadodara,2024-10-05,Asia/Kolkata,31.6,24.5,27.6,99.0,63.0,82.0,1.1,5.0,9.2,5.6,19.4,256.0,19.16,27.0
Vadodara,2024-10-06,Asia/Kolkata,32.8,22.9,27.6,98.0,56.0,79.0,0.0,0.0,9.6,5.6,20.5,16.0,20.13,7.0
Vadodara,2024-10-07,Asia/Kolkata,35.1,23.7,28.6,84.0,38.0,65.0,0.0,0.0,10.6,6.8,19.1,69.0,20.83,6.0
Vadodara,2024-10-08,Asia/Kolkata,35.0,23.7,28.8,82.0,40.0,66.0,0.0,0.0,9.4,6.4,22.0,71.0,20.57,20.0
Vadodara,2024-10-09,Asia/Kolkata,34.3,23.1,28.4,83.0,44.0,69.0,0.0,0.0,11.3,5.9,19.4,80.0,18.94,63.0
Vadodara,2024-10-10,Asia/Kolkata,29.9,25.4,27.0,94.0,66.0,83.0,21.0,7.0,20.4,8.2,33.5,28.0,11.1,97.0
Vadodara,2024-10-11,Asia/Kolkata,30.9,25.4,27.0,95.0,66.0,85.0,12.3,8.0,13.4,7.9,30.6,56.0,9.82,96.0
Vadodara,2024-10-12,Asia/Kolkata,30.5,24.5,26.6,93.0,72.0,87.0,14.0,10.0,12.2,7.6,27.4,64.0,14.44,77.0
Vadodara,2024-10-13,Asia/Kolkata,31.9,25.0,27.8,96.0,69.0,83.0,5.6,9.0,13.4,6.3,26.6,63.0,17.62,80.0
Vadodara,2024-10-14,Asia/Kolkata,32.0,24.6,27.9,98.0,66.0,83.0,1.0,4.0,13.4,5.5,21.6,59.0,16.74,64.0
Vadodara,2024-10-15,Asia/Kolkata,33.1,25.1,28.3,95.0,61.0,83.0,2.7,2.0,6.9,5.2,18.0,54.0,18.96,65.0
Vadodara,2024-10-16,Asia/Kolkata,32.6,24.8,28.3,97.0,67.0,85.0,7.3,5.0,8.9,4.4,17.6,85.0,18.09,53.0
Vadodara,2024-10-17,Asia/Kolkata,34.1,24.9,28.9,97.0,50.0,76.0,0.0,0.0,10.6,4.7,17.3,35.0,19.09,75.0
Vadodara,2024-10-18,Asia/Kolkata,32.8,25.7,29.2,92.0,63.0,76.0,6.5,4.0,12.0,6.3,28.4,65.0,13.68,100.0
Vadodara,2024-10-19,Asia/Kolkata,31.5,25.3,27.4,98.0,73.0,88.0,31.3,12.0,18.0,5.1,29.9,149.0,16.41,95.0
Vadodara,2024-10-20,Asia/Kolkata,31.4,24.2,27.6,97.0,62.0,82.0,0.1,1.0,7.4,4.6,18.4,133.0,17.87,31.0
Vadodara,2024-10-21,Asia/Kolkata,30.4,24.4,26.9,98.0,65.0,84.0,19.1,8.0,13.6,4.6,33.1,114.0,14.91,40.0
Vadodara,2024-10-22,Asia/Kolkata,31.5,22.7,27.2,97.0,66.0,82.0,4.3,3.0,20.2,4.4,36.0,13.0,18.53,17.0
Vadodara,2024-10-23,Asia/Kolkata,32.4,23.7,27.9,95.0,59.0,76.0,0.1,1.0,9.8,6.0,18.0,45.0,18.32,7.0
Vadodara,2024-10-24,Asia/Kolkata,33.8,22.9,27.2,82.0,38.0,66.0,0.0,0.0,11.5,7.7,19.4,20.0,19.4,2.0
Vadodara,2024-10-25,Asia/Kolkata,32.4,20.7,25.9,82.0,44.0,64.0,0.0,0.0,12.4,6.7,18.7,25.0,19.67,49.0
Vadodara,2024-10-26,Asia/Kolkata,33.0,20.3,26.2,79.0,46.0,66.0,0.0,0.0,8.7,5.9,14.8,343.0,19.55,32.0
Vadodara,2024-10-27,Asia/Kolkata,33.1,20.9,27.1,87.0,48.0,68.0,0.0,0.0,9.5,4.9,16.6,332.0,19.27,32.0
Vadodara,2024-10-28,Asia/Kolkata,33.6,22.7,27.6,85.0,45.0,66.0,0.0,0.0,9.6,4.3,18.4,333.0,19.16,2.0
Vadodara,2024-10-29,Asia/Kolkata,34.4,22.3,27.7,93.0,47.0,73.0,0.0,0.0,9.2,5.4,14.0,352.0,18.51,23.0
Vadodara,2024-10-30,Asia/Kolkata,33.9,22.1,27.8,90.0,43.0,66.0,0.0,0.0,9.9,5.2,16.6,336.0,18.48,3.0
Vadodara,2024-10-31,Asia/Kolkata,34.7,21.4,27.1,83.0,37.0,62.0,0.0,0.0,11.8,6.6,19.8,14.0,18.88,0.0
Vadodara,2024-11-01,Asia/Kolkata,34.3,20.8,26.7,78.0,34.0,59.0,0.0,0.0,11.5,7.1,18.0,10.0,18.85,0.0
Vadodara,2024-11-02,Asia/Kolkata,33.5,20.3,26.4,77.0,34.0,56.0,0.0,0.0,8.9,6.2,14.8,360.0,18.76,0.0
Vadodara,2024-11-03,Asia/Kolkata,33.8,20.2,26.5,79.0,35.0,57.0,0.0,0.0,9.4,6.1,16.2,10.0,18.42,5.0
Vadodara,2024-11-04,Asia/Kolkata,33.8,20.8,26.5,73.0,36.0,59.0,0.0,0.0,10.3,6.3,14.0,6.0,18.17,2.0
Vadodara,2024-11-05,Asia/Kolkata,34.0,21.0,26.8,70.0,35.0,54.0,0.0,0.0,10.4,6.9,18.4,21.0,18.34,0.0
Vadodara,2024-11-06,Asia/Kolkata,34.0,20.8,27.0,64.0,33.0,50.0,0.0,0.0,13.3,9.2,22.7,27.0,18.34,8.0
Vadodara,2024-11-07,Asia/Kolkata,33.9,21.6,26.9,73.0,35.0,57.0,0.0,0.0,9.4,6.8,16.9,38.0,18.06,2.0
Vadodara,2024-11-08,Asia/Kolkata,33.9,21.0,26.6,82.0,36.0,61.0,0.0,0.0,9.1,5.8,15.8,14.0,17.83,1.0
Vadodara,2024-11-09,Asia/Kolkata,33.9,19.9,26.7,80.0,33.0,56.0,0.0,0.0,10.4,5.0,12.6,33.0,17.64,3.0
Vadodara,2024-11-10,Asia/Kolkata,34.0,19.6,26.1,75.0,30.0,52.0,0.0,0.0,11.0,6.5,16.2,42.0,17.83,0.0
Vadodara,2024-11-11,Asia/Kolkata,32.8,20.0,25.9,71.0,33.0,53.0,0.0,0.0,11.9,6.4,21.2,17.0,17.75,0.0
Vadodara,2024-11-12,Asia/Kolkata,33.1,19.8,26.4,79.0,31.0,56.0,0.0,0.0,8.4,4.7,15.1,52.0,17.58,0.0
Vadodara,2024-11-13,Asia/Kolkata,33.2,21.4,27.0,70.0,23.0,46.0,0.0,0.0,13.1,7.7,32.4,84.0,17.58,0.0
Vadodara,2024-11-14,Asia/Kolkata,33.2,21.6,27.1,60.0,26.0,43.0,0.0,0.0,10.4,7.2,27.4,92.0,17.63,0.0
Vadodara,2024-11-15,Asia/Kolkata,33.4,21.0,26.7,61.0,30.0,46.0,0.0,0.0,9.2,5.9,19.1,35.0,17.26,41.0
Vadodara,2024-11-16,Asia/Kolkata,33.1,20.4,26.7,69.0,32.0,49.0,0.0,0.0,8.9,5.7,18.4,33.0,17.12,16.0
Vadodara,2024-11-17,Asia/Kolkata,33.4,21.9,27.0,61.0,27.0,43.0,0.0,0.0,8.7,6.1,24.8,52.0,17.04,13.0
Vadodara,2024-11-18,Asia/Kolkata,32.9,20.9,26.5,57.0,24.0,42.0,0.0,0.0,10.4,7.0,25.2,66.0,17.23,0.0
Vadodara,2024-11-19,Asia/Kolkata,31.9,19.7,25.8,65.0,27.0,44.0,0.0,0.0,9.7,6.9,20.2,49.0,17.01,0.0
Vadodara,2024-11-20,Asia/Kolkata,31.5,19.6,25.3,65.0,28.0,44.0,0.0,0.0,12.2,7.7,25.9,43.0,16.9,0.0
Vadodara,2024-11-21,Asia/Kolkata,30.5,18.3,24.1,55.0,24.0,37.0,0.0,0.0,12.0,8.8,25.9,28.0,17.24,0.0
Vadodara,2024-11-22,Asia/Kolkata,30.5,17.4,23.7,61.0,29.0,41.0,0.0,0.0,10.1,7.7,25.2,39.0,16.99,0.0
Vadodara,2024-11-23,Asia/Kolkata,30.6,18.4,24.0,65.0,33.0,48.0,0.0,0.0,9.8,7.4,22.7,30.0,16.68,1.0
Vadodara,2024-11-24,Asia/Kolkata,31.0,18.4,24.4,70.0,30.0,47.0,0.0,0.0,9.0,6.0,17.6,36.0,16.64,23.0
Vadodara,2024-11-25,Asia/Kolkata,30.8,19.2,24.7,65.0,27.0,46.0,0.0,0.0,11.6,8.4,31.7,66.0,16.59,4.0
Vadodara,2024-11-26,Asia/Kolkata,31.2,17.7,24.4,64.0,22.0,43.0,0.0,0.0,9.4,7.0,27.4,64.0,16.66,0.0
Vadodara,2024-11-27,Asia/Kolkata,31.2,17.2,24.2,65.0,19.0,40.0,0.0,0.0,11.2,7.9,29.2,74.0,16.66,0.0
Vadodara,2024-11-28,Asia/Kolkata,30.9,18.4,24.5,53.0,24.0,38.0,0.0,0.0,11.7,9.4,32.0,78.0,16.41,0.0
Vadodara,2024-11-29,Asia/Kolkata,28.9,17.8,23.2,63.0,25.0,43.0,0.0,0.0,13.8,8.9,36.4,65.0,16.46,0.0
Vadodara,2024-11-30,Asia/Kolkata,28.9,16.7,22.5,59.0,25.0,40.0,0.0,0.0,11.8,9.8,29.5,50.0,16.62,0.0
Vadodara,2024-12-01,Asia/Kolkata,29.5,16.5,22.7,60.0,26.0,42.0,0.0,0.0,11.1,9.6,26.3,37.0,16.5,2.0
Vadodara,2024-12-02,Asia/Kolkata,31.1,17.7,24.2,55.0,32.0,43.0,0.0,0.0,12.8,9.8,27.0,43.0,16.03,15.0
Vadodara,2024-12-03,Asia/Kolkata,32.7,20.8,26.4,57.0,32.0,43.0,0.0,0.0,14.5,10.5,29.5,43.0,15.57,26.0
Vadodara,2024-12-04,Asia/Kolkata,32.8,21.6,27.0,56.0,36.0,45.0,0.0,0.0,13.9,10.5,29.5,33.0,15.33,50.0
Vadodara,2024-12-05,Asia/Kolkata,33.0,22.6,27.2,60.0,36.0,47.0,0.0,0.0,13.6,9.9,28.8,20.0,15.08,18.0
Vadodara,2024-12-06,Asia/Kolkata,31.5,20.4,25.5,59.0,28.0,43.0,0.0,0.0,10.9,8.9,26.6,349.0,15.42,91.0
Vadodara,2024-12-07,Asia/Kolkata,29.3,17.0,23.1,63.0,24.0,42.0,0.0,0.0,9.6,7.0,25.9,329.0,16.16,33.0
Vadodara,2024-12-08,Asia/Kolkata,28.5,15.8,22.1,72.0,21.0,43.0,0.0,0.0,12.6,7.8,28.1,336.0,16.27,3.0
Vadodara,2024-12-09,Asia/Kolkata,27.0,13.6,20.4,41.0,10.0,23.0,0.0,0.0,13.5,11.1,34.9,19.0,16.77,5.0
Vadodara,2024-12-10,Asia/Kolkata,27.0,14.7,20.3,51.0,20.0,33.0,0.0,0.0,12.9,10.2,30.6,49.0,16.34,35.0
Vadodara,2024-12-11,Asia/Kolkata,28.8,15.1,21.3,49.0,26.0,38.0,0.0,0.0,13.2,10.8,28.4,36.0,15.92,11.0
Vadodara,2024-12-12,Asia/Kolkata,28.1,14.8,21.1,68.0,28.0,42.0,0.0,0.0,13.3,9.8,27.7,14.0,15.88,9.0
Vadodara,2024-12-13,Asia/Kolkata,27.2,14.9,20.6,52.0,19.0,35.0,0.0,0.0,14.0,11.6,35.6,49.0,16.12,76.0
Vadodara,2024-12-14,Asia/Kolkata,27.7,14.8,20.9,46.0,23.0,34.0,0.0,0.0,13.5,12.0,34.6,69.0,16.19,4.0
Vadodara,2024-12-15,Asia/Kolkata,29.8,15.3,22.1,48.0,21.0,34.0,0.0,0.0,14.4,9.2,27.7,71.0,16.15,0.0
Vadodara,2024-12-16,Asia/Kolkata,29.9,15.3,22.2,49.0,22.0,36.0,0.0,0.0,10.8,7.5,21.6,39.0,16.13,0.0
Vadodara,2024-12-17,Asia/Kolkata,28.9,15.0,21.6,68.0,29.0,47.0,0.0,0.0,9.8,5.7,21.6,359.0,15.82,3.0
Vadodara,2024-12-18,Asia/Kolkata,30.4,15.1,22.3,67.0,24.0,47.0,0.0,0.0,8.3,5.4,16.6,21.0,15.81,0.0
Vadodara,2024-12-19,Asia/Kolkata,29.2,15.8,22.4,78.0,31.0,54.0,0.0,0.0,7.2,3.3,16.9,321.0,15.63,3.0
Vadodara,2024-12-20,Asia/Kolkata,28.8,15.3,21.9,81.0,32.0,53.0,0.0,0.0,11.3,7.0,21.6,339.0,15.53,6.0
Vadodara,2024-12-21,Asia/Kolkata,31.0,16.3,23.2,67.0,28.0,45.0,0.0,0.0,9.2,6.6,19.8,46.0,15.4,22.0
Vadodara,2024-12-22,Asia/Kolkata,28.6,18.4,23.4,79.0,41.0,58.0,0.0,0.0,11.3,8.2,29.5,167.0,13.69,31.0
Vadodara,2024-12-23,Asia/Kolkata,27.2,18.7,22.9,89.0,38.0,58.0,0.0,0.0,12.4,7.2,26.3,290.0,12.58,55.0
Vadodara,2024-12-24,Asia/Kolkata,27.1,15.3,21.1,62.0,25.0,43.0,0.0,0.0,10.1,7.9,23.8,329.0,15.46,4.0
Vadodara,2024-12-25,Asia/Kolkata,29.5,15.9,22.7,67.0,42.0,54.0,0.0,0.0,12.4,6.8,25.2,16.0,14.95,5.0
Vadodara,2024-12-26,Asia/Kolkata,30.0,20.6,24.9,81.0,47.0,65.0,0.2,2.0,11.2,7.2,26.3,87.0,13.16,36.0
Vadodara,2024-12-27,Asia/Kolkata,28.5,20.6,24.2,95.0,55.0,73.0,4.0,8.0,11.5,6.4,23.8,353.0,12.75,30.0
Vadodara,2024-12-28,Asia/Kolkata,28.1,17.8,22.5,83.0,46.0,66.0,0.0,0.0,11.1,7.9,23.4,338.0,15.16,2.0
Vadodara,2024-12-29,Asia/Kolkata,29.4,17.4,22.3,87.0,44.0,67.0,0.0,0.0,14.0,10.6,29.2,22.0,15.14,2.0
Vadodara,2024-12-30,Asia/Kolkata,28.8,17.0,22.2,81.0,48.0,65.0,0.0,0.0,12.3,9.9,26.6,23.0,15.35,0.0
Vadodara,2024-12-31,Asia/Kolkata,29.4,17.0,22.6,87.0,45.0,67.0,0.0,0.0,10.2,7.9,21.6,6.0,15.47,0.0
